LMSD Examples,LM_ID,Common Name,Systematic Name,Main Class,Sub Class,Mass,Formula,m/z,RT [min]
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020412,10-methyl-9Z-octadecenoic acid,10-methyl-9Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020263,10-methylene-octadecanoic acid,10-methylene-octadecanoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020411,11-methyl-12Z-octadecenoic acid,11-methyl-12Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020001,17-methyl-6Z-octadecenoic acid,17-methyl-6Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020386,18:1(12E)(11Me),11-methyl-12E-octadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020340,18:1(13Z)(17Me),17-methyl-13Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020387,18:1(7Z)(17Me),17-methyl-7Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020139,"2,5-dimethyl-2-heptadecenoic acid","2,5-dimethyl-2-heptadecenoic acid",Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01020138,4-heptyl-2-methyl-2-undecenoic acid,4-heptyl-2-methyl-2-undecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030361,10E-nonadecenoic acid,10E-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030362,10Z-nonadecenoic acid,10Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01031295,11E-nonadecenoic acid,11E-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030887,19:1(11Z),11Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030857,19:1(12Z),12Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030908,19:1(13Z),13Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030912,19:1(16Z),16Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030885,19:1(6Z),6Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030886,19:1(9Z),9Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030083,2-nonadecenoic acid,2-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01031079,5Z-Nonadecenoic acid,5Z-Nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030363,7E-nonadecenoic acid,7E-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01030364,7Z-nonadecenoic acid,7Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01031294,8Z-nonadecenoic acid,8Z-nonadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01140009,13-Cyclohexyltridecanoic acid,13-Cyclohexyltridecanoic acid,Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01140057,2-octyl-cyclopropaneoctanoic acid,8-(2-octylcyclopropyl)octanoic acid,Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01140049,"8,9-Methylene-octadecanoic acid","8,9-Methylene-octadecanoic acid",Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01140019,Dihydrosterculic acid,"9S,10R-methylene-octadecanoic acid",Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=FA 19:1,LMFA01140001,Lactobacillic acid,"11R,12S-methylene-octadecanoic acid",Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=SFE 19:1,LMFA07010670,Isopropyl 9Z-hexadecenoate,Isopropyl 9Z-hexadecenoate,Fatty esters [FA07],Short fatty esters [FA0710],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=SFE 19:1,LMFA07010380,SFE 17:1(11Z)/2:0,11Z-Heptadecenyl acetate,Fatty esters [FA07],Short fatty esters [FA0710],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=SFE 19:1,LMFA07010965,methyl oleate,methyl (9Z)-octadec-9-enoate,Fatty esters [FA07],Short fatty esters [FA0710],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=WE 19:1,LMFA07010599,WE 8:0(7Me)/10:1(4Z),7-Methyloctyl (Z)-4-decenoate,Fatty esters [FA07],Wax monoesters [FA0701],296.27,C19H36O2,341.26987,6.673
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03013588,TG(12:0/20:0/22:1(11Z))[iso6],1-dodecanoyl-2-eicosanoyl-3-11Z-docosenoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03013599,TG(12:0/20:1(11Z)/22:0)[iso6],1-dodecanoyl-2-(11Z-eicosenoyl)-3-docosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014026,TG(13:0/19:0/22:1(11Z))[iso6],1-tridecanoyl-2-nonadecanoyl-3-11Z-docosenoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014039,TG(13:0/19:1(9Z)/22:0)[iso6],1-tridecanoyl-2-9Z-nonadecenoyl-3-docosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014063,TG(13:0/20:1(11Z)/21:0)[iso6],1-tridecanoyl-2-(11Z-eicosenoyl)-3-heneicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014356,TG(14:0/18:0/22:1(11Z))[iso6],1-tetradecanoyl-2-octadecanoyl-3-11Z-docosenoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014375,TG(14:0/18:1(9Z)/22:0)[iso6],1-tetradecanoyl-2-(9Z-octadecenoyl)-3-docosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014473,TG(14:0/19:1(9Z)/21:0)[iso6],1-tetradecanoyl-2-9Z-nonadecenoyl-3-heneicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014481,TG(14:0/20:0/20:1(11Z))[iso6],1-tetradecanoyl-2-eicosanoyl-3-(11Z-eicosenoyl)-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014761,TG(14:1(9Z)/18:0/22:0)[iso6],1-(9Z-tetradecenoyl)-2-octadecanoyl-3-docosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03014865,TG(14:1(9Z)/19:0/21:0)[iso6],1-(9Z-tetradecenoyl)-2-nonadecanoyl-3-heneicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03012857,TG(14:1(9Z)/20:0/20:0)[iso3],"1-(9Z-tetradecenoyl)-2,3-dieicosanoyl-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015074,TG(15:0/17:0/22:1(11Z))[iso6],1-pentadecanoyl-2-heptadecanoyl-3-11Z-docosenoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015096,TG(15:0/17:1(9Z)/22:0)[iso6],1-pentadecanoyl-2-(9Z-heptadecenoyl)-3-docosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015158,TG(15:0/18:1(9Z)/21:0)[iso6],1-pentadecanoyl-2-(9Z-octadecenoyl)-3-heneicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015238,TG(15:0/19:0/20:1(11Z))[iso6],1-pentadecanoyl-2-nonadecanoyl-3-(11Z-eicosenoyl)-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015251,TG(15:0/19:1(9Z)/20:0)[iso6],1-pentadecanoyl-2-9Z-nonadecenoyl-3-eicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015424,TG(15:1(9Z)/17:0/22:0)[iso6],1-(9Z-pentadecenoyl)-2-heptadecanoyl-3-docosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015489,TG(15:1(9Z)/18:0/21:0)[iso6],1-(9Z-pentadecenoyl)-2-octadecanoyl-3-heneicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015588,TG(15:1(9Z)/19:0/20:0)[iso6],1-(9Z-pentadecenoyl)-2-nonadecanoyl-3-eicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03012984,TG(16:0/16:0/22:1(11Z))[iso3],"1,2-dihexadecanoyl-3-11Z-docosenoyl-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010286,TG(16:0/16:0/22:1(13Z))[iso3],"1,2-dihexadecanoyl-3-(13Z-docosenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010285,TG(16:0/16:1(9Z)/22:0)[iso6],1-hexadecanoyl-2-(9Z-hexadecenoyl)-3-docosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010321,TG(16:0/17:1(9Z)/21:0)[iso6],1-hexadecanoyl-2-(9Z-heptadecenoyl)-3-heneicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010205,TG(16:0/18:0/20:1(11Z))[iso6],1-hexadecanoyl-2-octadecanoyl-3-(11Z-eicosenoyl)-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010201,TG(16:0/18:1(9Z)/20:0)[iso6],1-hexadecanoyl-2-(9Z-octadecenoyl)-3-eicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015772,TG(16:0/19:0/19:1(9Z))[iso6],1-hexadecanoyl-2-nonadecanoyl-3-9Z-nonadecenoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010322,TG(16:1(9Z)/17:0/21:0)[iso6],1-(9Z-hexadecenoyl)-2-heptadecanoyl-3-heneicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010202,TG(16:1(9Z)/18:0/20:0)[iso6],1-(9Z-hexadecenoyl)-2-octadecanoyl-3-eicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010292,TG(16:1(9Z)/19:0/19:0)[iso3],"1-(9Z-hexadecenoyl)-2,3-dinonadecanoyl-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010180,TG(17:0/17:0/20:1(11Z))[iso3],"1,2-diheptadecanoyl-3-(11Z-eicosenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010177,TG(17:0/17:1(9Z)/20:0)[iso6],1-heptadecanoyl-2-(9Z-heptadecenoyl)-3-eicosanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03015903,TG(17:0/18:0/19:1(9Z))[iso6],1-heptadecanoyl-2-octadecanoyl-3-9Z-nonadecenoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010227,TG(17:0/18:1(9Z)/19:0)[iso6],1-heptadecanoyl-2-(9Z-octadecenoyl)-3-nonadecanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010228,TG(17:1(9Z)/18:0/19:0)[iso6],1-(9Z-heptadecenoyl)-2-octadecanoyl-3-nonadecanoyl-sn-glycerol,Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=TG 54:1,LMGL03010188,TG(18:0/18:0/18:1(9Z))[iso3],"1,2-dioctadecanoyl-3-(9Z-octadecenoyl)-sn-glycerol",Triradylglycerols [GL03],Triacylglycerols [GL0301],888.81,C57H108O6,295.26428,8.349
/resources/tools/chemdb_ontology?abbrev=FA 21:5,LMFA01030823,"6Z,9Z,12Z,15Z,18Z-heneicosapentaenoic acid","6Z,9Z,12Z,15Z,18Z-heneicosapentaenoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=FA 21:5,LMFA01031153,"Methyl-(5E,7E,9E,14Z,17Z) eicosapentaenoate","Methyl-(5E,7E,9E,14Z,17Z)-eicosa-5,7,9,14,17-pentaenoate",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=FA 21:5,LMFA01031152,"Methyl-(5Z,7E,9E,14Z,17Z)-eicosapentaenoate","Methyl-(5Z,7E,9E,14Z,17Z)-eicosa-5,7,9,14,17-pentaenoate",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=FA 21:5,LMFA01031154,"Methyl-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate","Methyl-(5Z,8Z,11Z,14Z,17Z)-eicosa-(5,8,11,14,17)-pentaenoate",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=FA 21:5,LMFA01140075,15-phenyl-11E-pentadecenoic acid,15-phenyl-11E-pentadecenoic acid,Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=FA 21:5,LMFA01140078,15-phenyl-9E-pentadecenoic acid,15-phenyl-9E-pentadecenoic acid,Fatty Acids and Conjugates [FA01],Carbocyclic fatty acids [FA0114],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02020017,Bolasterone,"17beta-hydroxy-7alpha,17-dimethylandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02020010,Calusterone,"17beta-hydroxy-7beta,17-dimethylandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02030153,(20R)-20-hydroxypregn-4-en-3-one,20R-hydroxypregn-4-en-3-one,Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02030169,(20S)-20-hydroxypregn-4-en-3-one,(20S)-20-hydroxypregn-4-en-3-one,Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02030152,20-hydroxypregn-4-en-3-one,20-hydroxypregn-4-en-3-one,Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02030170,"5alpha-pregnane-3,20-dione","5alpha-pregnane-3,20-dione",Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02030146,"5beta-pregnane-3,20-dione","5beta-pregnane-3,20-dione",Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02030201,Ethyltestosterone,17beta-hydroxy-pregn-4-en-3-one,Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,LMST02030088,Pregnenolone,3beta-hydroxypregn-5-en-20-one,Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",316.24,C21H32O2,361.2386,4.575
/resources/tools/chemdb_ontology?abbrev=FA 20:1;O2,LMFA01070025,3-Acetoxystearic acid,3-Acetoxy-octadecanoic acid,Fatty Acids and Conjugates [FA01],Epoxy fatty acids [FA0107],342.28,C20H38O4,387.27548,6.787
/resources/tools/chemdb_ontology?abbrev=FA 20:1;O2,LMFA01170035,Eicosanedioic acid,Eicosanedioic acid,Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],342.28,C20H38O4,387.27548,6.787
/resources/tools/chemdb_ontology?abbrev=FA 20:1;O2,LMFA03010173,PGF1a alcohol,"1,9S,11R,15S-tetrahydroxy-13E-prostaene",Eicosanoids [FA03],Prostaglandins [FA0301],342.28,C20H38O4,387.27548,6.787
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01020374,17:1(12)(7Me),7-methyl-12-heptadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01020372,17:1(4)(16Me),16-methyl-4-heptadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01020373,17:1(6)(9Me),9-methyl-6-heptadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01020206,2-methyl-16-heptadecenoic acid,2-methyl-16-heptadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01020438,Isooctadecenoic acid,16-methyl-8Z-heptadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01020439,Isooctadecenoic acid,16-methyl-6Z-heptadecenoic acid,Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01031090,10-Octadecenoic acid,10-Octadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01030075,10E-octadecenoic acid,10E-octadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01030290,13Z-octadecenoic acid,13Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01030080,15E-octadecenoic acid,15E-octadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01030291,15Z-octadecenoic acid,15Z-octadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],282.26,C18H34O2,281.24859,8.045
/resources/tools/chemdb_ontology?abbrev=FA 18:1,LMFA01030081,16E-octadecenoic acid,16E-octadecenoic acid,Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],282.26,C18H34O2,281.24859,8.045
